text_combined,label
pops team temporarily moving allen center please note pops team temporarily moving 3 allen center starting monday 5 15 located 3 ac 3708 till move back enron bldg pops oncall pager 713 796 4149 pops cellular 713 562 2458 also note attending class thru whole next week 5 15 5 19 pops issues please people contact following christine pham x 34202 shawn macphail x 31837 thanks romeo,0
new su bridge new sitara unify bridge monitor production monitor shows deals error state failed queue bridge pending deals going unify sitara find start programs trading sitara su bridge monitor may need load borland bde v 5 0 software use already loaded enhanced monitor make useful tool deal error state sitara side sent unify deal error state unify side sitara sent unify however unify failed deal group sort columns best sort business unit date column shows last time someone edited deal start date stop date begin end date deal sitara deal id well eol deal id indicates deal business unit agent deal contract validation support please edit status p deals deals pending status desk desk transactions awaiting desk approve deal changes deal release deals approver deal access multiple desks hit refresh button query data set auto refresh tool bar build filter business unit multiple reasons expense build filter easier support everyone looking thing new business unit see normally screen full deals error state petro suncor sunoco set reasonable number look sort business unit column want filter may using send excel feature tool bar option file dump excel questions problems please call sitara hotline,0
unify close schedule following close schedule coming month please keep mind following key times unify sitara bridge back 1 45 p friday april 28 th errors must clear time mass draft 6 p friday evening accrual process begins monday may lst 6 changes timeline please ensure contacted soon possible thank melissa x 35615,0
unify close schedule following close schedule coming month please keep mind following key times unify sitara bridge back 1 45 p wednesday may 31 st errors must clear time mass draft 6 p wednesday evening accrual process begins thursday june lst 6 changes timeline please ensure contacted soon possible thanks mechelle x 37278,0
unify performance problem wednesday fyi forwarded brenda f herod hou ect 05 05 2000 09 01 rita wynne 05 05 2000 08 11 brenda f herod hou ect ect cc subject unify performance problem wednesday fyi forwarded rita wynne hou ect 05 05 2000 08 10 dave nommensen 05 04 2000 06 56 pm george smith hou ect ect edward terry hou ect ect tricia bowen hou ect ect randall l gay hou ect ect patti sullivan hou ect ect pat clynes corp enron enron carlos j rodriguez hou ect ect robert superty hou ect ect bryce baxter hou ect ect rita wynne hou ect ect donna greif hou ect ect cc jeff johnson corp enron enron tommy j yanowski hou ect ect beth perlman hou ect ect scott williamson hou ect ect jim ogg hou ect ect regan smith hou ect ect kenneth harmon hou ect ect subject unify performance problem wednesday aware unify system experienced significant performance problems wednesday approx 9 30 11 20 duration problem due type system behavior experienced problem exacerbated multitude additional user logins thinking fresh login might work better additional logins never improve performance generally degrade another story actually single user 21 sessions bounce server twice bring system back normal level performance good news found caused problem particular user particular report process actually intentional change specific table done numerous times past particular change drastic side effects contacted sybase problem see help determine behavior feature bug meanwhile types changes night scheduled outages apologize frustration anxiety extra work brought problem take every precaution see happen questions comments please feel free give call dave n,0
sitara release changes global due consent assignment changing counterparty names sitara deal tickets absolutely impact downstream processes hope following give clarification let know questions need detail thanks dg 3 9517 sitara unify process scenario counterparty name changes sitara deal ticket deal pathed scheduled bridged back unify impact zero impact logistics volume management absolutely harmless settlements process place eliminate issues process counterparty sitara changes counterparty b ctprty original path sent pipeline new name ctprty b bridge unify ctprty remains path level unify gui display change ctprty b displayed deal level unify field highlighted indicate change occurred gui display changes high level path scheduler choice repath necessary path pathing occurs new counterparty name displaced new path unify pushes back deal number meter sitara ctprty info balancing works deal number meter ctprty info confirmation desk utilizes information sitara information correct volume management utilizes information unify pipeline tie information sent pipeline correct path level match perfectly settlements utilizes information unify settlements recognizes changed ctprty names changes contracts would create two notification entries invoice happen go wrong ctprty draft would occur note issues discovered reports correcting autonoms tom words warning previously issue counterparty name changes took place deals pathed nominated basically would change key edi path duns number affecting information already nominated pipeline scheduler nominated data pipeline would get doubled scheduler would way correct problem cases schedulers would get pipeline manually cut original nominated volume issue unify explained dave feel free chime left anything donna greif 04 05 2000 01 18 pm kathryn bussell hou ect ect robert cotten hou ect ect mark mcclure hou ect ect gary l payne hou ect richard pinion hou ect ect robert superty hou ect ect george smith hou ect ect katherine l kelly hou ect ect randall l gay hou ect ect daren j farmer hou ect ect edward terry hou ect ect cc dave nommensen hou ect ect diane e niestrath hou ect ect carrie hollomon hou ect ect bryce baxter hou ect ect kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect peggy hedstrom cal ect ect dianne seib cal ect ect sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect scott mills hou ect ect russ severson hou ect ect martha stevens hou ect ect karie hastings hou ect ect regina perkins hou ect ect imelda frayre hou ect ect william e kasemervisz hou ect ect hunaid engineer hou ect ect steven gullion hou ect ect larrissa sharma hou ect ect thomas engel hou ect ect subject sitara release changes global due consent assignment fyi change went deal validation group gives ability change counterparties names bridge back impact logistics unify counterparty name change takes place deals bridge backed could cause problems edi pipes new counterparty name flow unify repathing eventually take place one problem may imbalance data sets production yet edi imbalance qtys would match paths may also cause issue scheduled quantities especially nominations sent entire month remember rules one think unify safe guards idiot proofs force pathing unify ability ride duns numbers yet would still cause additional step edi scheduler would need think order get clean quick response impacts vol mgt counterparty name changes take place prior periods pathing call diane dave speaking w hopefully get clear understanding true impact sure need put processes procedures together deal validation follow type changes needed keep posted thanks dg thomas engel 04 05 2000 09 44 kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect peggy hedstrom cal ect ect dianne seib cal ect ect cc sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect scott mills hou ect ect russ severson hou ect ect martha stevens hou ect ect karie hastings hou ect ect regina perkins hou ect ect imelda frayre hou ect ect william e kasemervisz hou ect ect hunaid engineer hou ect ect steven gullion hou ect ect larrissa sharma hou ect ect donna greif hou ect ect subject sitara release changes global due consent assignment regarding ability change counterparties deals sitara confirmed volumes tom words caution someone calls wants change counterparty created ability invalidate deal change counterparty however add warning message warning changing counterparty deal confirmed volumes make sure pipeline allows change pipelines allow us change counterparties feedback assume reasons rule used blow old scheduling systems pre unify pipelines require new deal zero old deal make change make sure logistics person aware case causes problems pipeline sorry know pipes ask unify team one rule still place change ena im east ena im market east ena im texas hplc im hplc changing business units must legal entity warning legal entity also beware making contract counterparty changes service deals transport capacity storage cash deal invalidated rules forget items locked reason invalidate service deal change previously locked data validated someone used deals unify highly likely unify deals paths created using deals get corrupted always check someone unify make sure one used deals anything unify forwarded thomas engel hou ect 04 05 2000 09 47 scott mills 04 04 2000 07 38 pm kathryn cordes hou ect ect dana daigle corp enron enron elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect cc steve jackson hou ect ect thomas engel hou ect ect sylvia campos hou ect ect linda bryan hou ect ect faye ellis hou ect ect donna consemiu hou ect ect subject sitara release changes global due consent assignment release put tuesday evening deal validation able change counterparty deals volume something expected e g confirmed nominated scheduled etc addition release also capture near time contract changes made global means need server bounces necessary new changes contracts show without get deal manager new counterparties new changes facilities require getting active sitara apps except launch pad apps start new app respective information looking appear mention near time constrained amount time takes change global data trigger alert sitara updates information srm x 33548 cyndie balfour flanagan enron 04 04 2000 03 41 pm connie sutton hou ect ect linda bryan hou ect ect kathryn cordes hou ect ect scott mills hou ect ect richard elwood hou ect ect dave nommensen hou ect ect kenneth harmon hou ect ect dana daigle corp enron enron kathryn cordes hou ect ect elizabeth l hernandez hou ect ect julie meyers hou ect ect b scott palmer hou ect ect stephanie sever hou ect ect dianne j swiber hou ect ect gayle horn corp enron enron brant reves hou ect ect russell diamond hou ect ect debbie r brackett hou ect ect steve jackson hou ect ect cc subject changes global due consent assignment following changes made global contracts database due receipt executed consent assignment following contracts current counterparty name contract type contract new counterparty name ces commonwealth energy services gisb 96029892 commonwealth energy services ces samuel gary jr associates inc gisb 96029302 samuel gary jr associates ces south jersey gas company gisb 96029143 south jersey gas company cp name change contract type correction contract type different provided ces per ces ces southwest gas corporation 1 1 98 gisb 96029146 per contract file ces southwest gas corporation 04 14 93 master purchase sale interruptible edit global 96029146 ces southwest gas corporation 12 01 94 master sale firm created new global record accommodate k 96037402 please note southwest gas corporation consented assignment contracts,0
new unify transaction volume count reports forwarded donna greif hou ect 05 09 2000 04 49 pm dave nommensen 05 09 2000 12 13 pm donna greif hou ect ect cc subject new unify transaction volume count reports fyi forwarded dave nommensen hou ect 05 09 2000 12 12 pm dave nommensen 05 09 2000 08 24 lisa b cousino hou ect ect diane h cook hou ect ect shari mao hou ect ect cc benedicta tung hou ect ect subject new unify transaction volume count reports 2 new reports available start programs trading unify gas reporting password unify gas password go path manager report general report selection path manager two new reports monthly transaction counts monthly volume counts enjoy n,0
desk desk deals mid july sitara change logic desk desk deals post volume associated sales seller side sitara deal currently volume receipt buyer side posted change implemented order coincide logic currently used sap change help avoid intercompany imbalances please aware change effect desk desk deals logic transport usage deals remain currently delivery point posts sitara deal questions please give call x 39222 chao,0
unify please provide bob superty list pipelines late nomiation issues result mornings unify problems,0
dave n pocket next week beyond class next week hyatt unify performance issues need immediate attention please call jim ogg 5 7225 kishore b 3 0347 russ whitton 3 3874 already pager number also next 2 months office space gutted built located 3 allen center 37 th floor convenient phone number feel free send postcard n,0
fw unify exception list matt response sounds like might want specify exception personnel 8 12 12 thru 4 00 4 thru 6 normal business hours end month holidays long weekends rp original message pena matt sent friday october 12 2001 1 03 pm pinion richard subject unify exception list yes correct watchdog likely vm settlements pm afternoon need payments door pm get goes ways send needs system matter would help correct 8 12 logistics critical anyones guess original message pinion richard sent friday october 12 2001 11 38 pena matt subject fw unify exception list based victor response think confusion actually several critical time periods depending group time day perhaps eliminate confusion could specify time period going watchdog interpreted mean 8 12 period victor thinking afternoon depending time might different people kicked rp original message lamadrid victor sent friday october 12 2001 11 00 sullivan patti pena matt cc warner john hall bob rao ramesh sengupta jayanta nguyen ben melethil anwar baxter bryce bussell l kathryn dawes cheryl greif donna hall bob heal kevin jaquet tammy kinsey lisa lakho shahnaz machleit shirley mcclure mark olinger kimberly pinion richard reeves leslie smith george f staab theresa superty robert wynne rita subject unify exception list critical users east desk using path manager meredith homco clarissa garcia christina sanchez victor lamadrid could alert us invoking watchdog kick logistics would great thanks original message sullivan patti sent friday october 12 2001 9 42 pena matt cc warner john hall bob rao ramesh sengupta jayanta nguyen ben melethil anwar baxter bryce bussell l kathryn dawes cheryl greif donna hall bob heal kevin jaquet tammy kinsey lisa lakho shahnaz lamadrid victor machleit shirley mcclure mark olinger kimberly pinion richard reeves leslie smith george f staab theresa superty robert wynne rita subject unify exception list west desk critical users use path manager users shannon groenewold daniel lisk suzanne christiansen corey wilkes jackie adams shelly mendel stacey brewer walt spiegelhauer starting next week joshua blair original message pena matt sent thursday october 11 2001 8 37 pm baxter bryce bussell l kathryn dawes cheryl greif donna hall bob heal kevin jaquet tammy kinsey lisa lakho shahnaz lamadrid victor machleit shirley mcclure mark olinger kimberly pinion richard reeves leslie smith george f staab theresa sullivan patti superty robert wynne rita cc warner john hall bob rao ramesh sengupta jayanta nguyen ben melethil anwar subject unify exception list going forward precautionary measure begin locking users system need arises use watchdog application order initiate process last resort notify reasons mainly ensure critical system resources provided users need old list sybase longer exists need help putting together new list please provide list people absolutely critical users system obviously situation remedied everyone exception user please provide user name application need e volume management settlements path manager sooner get sooner get implemented thanks,0
dave n july 5 th taking sabbatical beginning moment control exact time may already happened plan visit mountains ocean miss miss unfortunately enron requires employees use vacation time instead inner self time return someday looks like july 5 th kind bummed maybe transcended new plateau understanding absence contact milind patil x 39247 unify performance issues thanks understanding persona formerly known dave keyboard longer used spell new name,0
sitara positions end month feedback unify robert superty ect 11 16 2000 09 02 randall l gay hou ect ect edward terry hou ect ect victor lamadrid hou ect ect tricia spence hou ect ect george smith hou ect ect beverly beaty hou ect ect pat clynes corp enron enron patti sullivan hou ect ect donna greif hou ect ect richard pinion hou ect ect cc dave nommensen hou ect ect matt pena na enron enron bob hall na enron enron subject sitara positions end month feedback unify please take note dave important message regarding sitara positions absolutely afford go need everything possible help limit exposure prices winter weather upon us likely challenging bid week said want make sure adhere daily clean process pull necessary reports day keep schedulers make sure date wish donna richard make available day distribute group much time needs happen immediately donna please provide daily summary desks remainder month let know questions concerns thanks bob dave nommensen 11 16 2000 08 31 robert superty hou ect ect randall l gay hou ect ect george smith hou ect ect edward terry hou ect ect victor lamadrid hou ect ect tricia spence hou ect ect beverly beaty hou ect ect pat clynes corp enron enron patti sullivan hou ect ect carlos j rodriguez hou ect ect kevin heal cal ect ect anita k patton hou ect ect cc matt pena na enron enron donna greif hou ect ect richard pinion hou ect ect kathryn bussell hou ect ect jeff johnson corp enron enron bob hall na enron enron jayant krishnaswamy hou ect ect scott mills hou ect ect tommy j yanowski hou ect ect richard burchfield hou ect ect subject sitara positions end month feedback unify bob et al sure recall problem sitara positions earlier month cease trading early revert cpr positions although gotten far transition unify onto sitara tds see potential happening towards end month beginning next month problem managing positions combination sheer deal counts along updates deals large portion updates come sitara via unify bridge back process would ideal could continue unify data cleaned scrubbed week week try avoid bulk month updated bridged final week days month know goal logistics want help reinforce goal due performance impact gas trading systems perhaps extra pair eyes pipeline exception summary bridge back pipeline summary unify month would help another area causes transaction counts increase need 2 months active time words november first week two december sitara continues maintain positions november november data degrades ability update december positions timely manner may find remove november deals sitara positions sooner past trying work sitara team coming days weeks implement combination quick fixes well look long term changes necessary support increased trading business please let know questions comments area thanks n,0
fw sitara eol bridge problem today fyi also monitoring eol sitara bridge time inform traders desks situation status deals bridged 10 30 ish thanks original message truong dat sent thursday october 25 2001 11 11 moorer torrey lamadrid victor severson russ grant george cc husain karima lim francis saluja gurdip sweitzer tara subject sitara eol bridge problem today problem faced today due 2 eol deal packets 2098073 2099764 startdate enddate missing 2 tibco message fields caused bridge bounce resulted queue build bridge starting bridge takes 2 minute startup time deals sent resent continuously cause sitarar eolbridge restart thus magnifying buildup queue corrective action taking end build rejection logic eol packets start enddate dat truong,0
possibly adding deal prices path manager donna greif ect 09 05 2000 02 28 pm patti sullivan hou ect ect victor lamadrid hou ect ect george smith hou ect ect pat clynes corp enron enron kevin heal cal ect ect cc diane h cook hou ect ect robert superty hou ect ect dave nommensen hou ect ect subject possibly adding deal prices path manager please see note nommensen let know thoughts note additional functionality screen view may cause impact system performance thanks dg forwarded donna greif hou ect 09 05 2000 02 23 pm dave nommensen 08 31 2000 11 37 donna greif hou ect ect cc matt pena na enron enron dave mcmullan hou ect ect subject possibly adding deal prices path manager donna request brought week would like run managers input add deal price sales supply list windows path manager seems significant based transactions eol mentioned past related baggage impact performance may run slower could make option pay price need ability show tier info maybe use work tiered try represent actual pricing agreed format deals index pricing percentage fixed price offset ie 98 transco znl 02 column would customizable resizing relocating user preference let know hear n,0
unify stress test next week sybase 12 0 yvette pat daren please send gas schedulers hi probably already heard test new sybase data base release today testing resume tomorrow wed 6 21 noon people least verify security access today access please contact diane niestrath 3 9931 dave mcmullan 3 9127 diane niestrath dave nommensen 06 16 2000 05 25 pm susan harrison hou ect ect brenda f herod hou ect ect bryce baxter hou ect ect rita wynne hou ect ect pat clynes corp enron enron randall l gay hou ect ect george smith hou ect ect edward terry hou ect ect beverly beaty hou ect ect carrie hollomon hou ect ect cc jeff johnson corp enron enron scott williamson hou ect ect john pyle corp enron enron jim ogg hou ect ect jaikishore bharathi hou ect ect regan smith hou ect ect kenneth harmon hou ect ect paul f poellinger hou ect ect subject unify stress test next week sybase 12 0 done preliminary testing latest version sybase version 12 seen positive results initial tests would like proceed stress test confused showing day work would like 2 tests next week due hardware business restrictions test would similar late 1998 ah days ask users well folks run many usual processing scripted time frame approx noon 1 30 pm tuesday wednesday sure order yummy pizza sandwiches staff sybase 12 0 environment accessed via start programs test applications unify applications unify gas power stage login window select server ase 12 test usual production password work try houston work try neighbor audit says fine test user plan run several sessions permissible simulate heavy load system make able participate time please staff try login time monday insure access test script time period 12 00 1 30 logistics pathing nominating running reports 12 20 1 30 volume management thing 12 40 1 30 settlements accounting pile please let know area would able assist important test results 2 tests dictate whether pursue migration new release mid july less bid weeks poor system performance better thanks advance help n,0
prelminary findings deals bridging matt pena 11 15 2000 12 09 pm robert superty hou ect ect cc edward terry hou ect ect victor lamadrid hou ect ect pat clynes corp enron enron donna greif hou ect ect richard pinion hou ect ect patti sullivan hou ect ect george smith hou ect ect randall l gay hou ect ect tricia spence hou ect ect carlos j rodriguez hou ect ect tom acton corp enron enron subject prelminary findings deals bridging attached spreadsheet showing deals bridged unify november please let alarm bridge always worked questions would like discuss please let know every instance found looks okay following transport ut ticket pipe deal deal killed deal entered mistake buy sell hence inactive state unify deal demand based deal price volumes deal point assigned zone thanks,0
automate load scheduled quantity sirpo 0067 updated draft enhancement document automate load scheduled quantities would appreciate feedback please comments cob 10 19 01 thanks tammy original message jaquet tammy sent thursday october 04 2001 6 19 pm pena matt nguyen ben greif donna pinion richard lakho shahnaz farmer daren j heal kevin kinsey lisa lamadrid victor smith george f sullivan patti dinari sabra l driscoll ernest marde l greif donna muzzy charles cc superty robert subject automate load scheduled quantity sirpo 0067 attached draft enhancement automate load scheduled quantities please review provide input cob 10 10 01 need discuss document let know make arrangements meet get input issue updated document meet prioritize thanks tammy,0
volume feedback unify sitara fyi following unify sitara bridge back schedule sitara team unify still send files sitara sitara process bridge back times listed list response several inquiries regarding slow bridge back times sitara hours listed 24 hr format central time 1 monday friday 14 00 19 49 hrs single thread 2 monday friday 19 50 24 00 hrs multi thread 3 monday friday 00 01 13 59 hrs bridge back 4 sat sunday 12 50 24 00 hrs multithread 5 sat sunday 00 01 12 49 hrs bridge back,0
wed unify mtg 2 00 2 allen center 12 th floor conf room attached presentation jeff reviewed last week meeting forwarded brenda f herod hou ect 06 27 2000 08 39 pm jeff johnson enron 06 19 2000 05 34 pm beth perlman hou ect ect bryce baxter hou ect ect brent price hou ect ect leslie reeves hou ect ect laura e scott cal ect ect sheila glover hou ect ect jefferson sorenson hou ect ect robert superty hou ect ect brenda f herod hou ect ect kenneth harmon hou ect ect dave nommensen hou ect ect regan smith hou ect ect laray odum luminant com nadeem abbasi luminant com scott williamson hou ect ect paul f poellinger hou ect ect john simmons na enron enron chris hanz corp enron enron sally beck hou ect ect rebecca ford hou ect ect cc angelina v lorio hou ect ect john paskin lon ect ect subject wed unify mtg 2 00 2 allen center 12 th floor conf room please note wed meeting held planned 2 00 4 00 pm 2 allen center 12 th floor forum conference room room entrance elevator bank foyer draft presentation discuss wednesday interested input feedback meeting wednesday thanks forwarded jeff johnson corp enron 06 19 2000 05 20 pm alarm enabled alarm occur 06 21 2000 01 55 pm calendar entry brief description date time unify system problems proposed immediate projects two allen center 12 th floor forum 06 21 2000 02 00 pm 04 00 pm detailed description meeting held two allen center 12 th floor large conference room called forum room entrance elevator bank foyer believe approach immediately begin address key performance issues unify system successful proposed projects need input sponsorship participation angie lorio find location publish soon possible proposed agenda follows unify current state strengths issues ii conceptual overview proposed solutions organization building performance monitoring team sybase 12 upgrade sql server testing middle tier rearchitecture project scoping write effort iii solutions proposals plans immediate review kickoff proposed scope assumptions high timelines cost estimates staffing iv facilitated discussion unify future growth changes required unify new project prioritization invitations sent beth perlman hou ect ect bryce baxter hou ect ect brent price hou ect ect leslie reeves hou ect ect laura e scott cal ect ect sheila glover hou ect ect jefferson sorenson hou ect ect robert superty hou ect ect brenda f herod hou ect ect kenneth harmon hou ect ect dave nommensen hou ect ect regan smith hou ect ect laray odum luminant com nadeem abbasi luminant com scott williamson hou ect ect paul f poellinger hou ect ect optional invitees chris hanz corp enron enron john simmons na enron enron angie lorio meeting repeats starting date occurs weekend meeting,0
path manager rewrite optimization project comments fuschia lisa original message pinion richard sent wednesday october 10 2001 2 35 pm pena matt cc warner john ripley brian souza romeo rao ramesh kinsey lisa lamadrid victor sullivan mary sullivan patti heal kevin staab theresa farmer daren j jaquet tammy superty robert bussell l kathryn subject path manager rewrite optimization project following comments managers cc might additional thoughts original message pena matt sent monday october 08 2001 4 26 pm pinion richard jaquet tammy superty robert pena matt cc warner john ripley brian souza romeo rao ramesh subject path manager rewrite optimization project importance high currently identifying processes inefficient could possibly benefit rewritten even performed going foward would like bob appoint lead business person could ask questions suggest ideas could turn validate information desk managers schedulers approach nomlogic clarissa work issues worked quite nicely ever choose would need 15 time later coordination efforts testing may go 75 see happening though sooner get someone devote better expect changes looking improve performance quite bit said identified three items would speed processing retrieval path manager 1 currently path manager attempts reuse path ids think reason need perform extra step runs processing application generally find match know patti mentioned several times think valid reason performing work talked dave nommensen according used happen sometimes schedulers would get duplicate paths put code place scheduling perspective understanding main concern maintain position able change overpathed see path manager either way pinion richard restate question clarity path manager scheduler pulls supply market service adds downstream contract information duns drn override saves unify looks old path exact variables finds uses find exact match creates new path path id told away function would create unacceptably high amount paths since path nominated could deleted changed one time schedulers looked path activity number match nominations texas eastern pipeline needed old activity numbers matter long since used spoke chris ordway new link system longer needs occur transco uses activity numbers uses activity number cross reference table function therefore affected therefore create space memory problem unify think constant old path look needed kinsey lisa get rid 2 scheduling position window anyone use remove code logic populates window never seen scheduler use please verify pinion richard originally window use everyone legacy system autonoms duplicated unify request used unify sophisticated tools unify provides obviate use value would notification bridge errors contract imbalances ways determine problems voted previous meeting managers lose kinsey lisa still 3 inventory pool list anyone need see contarct references list code called every retrieval time appear used observations need information could provide prefer remove functionality pinion richard function still much use point based pipelines must use imbalance pool facilitate balancing nomination volumes multiple pipeline external pools exist pathed contract imbalance pool keep kinsey lisa yes use functionality lot pathing pools 4 pathing one many many one set paths average number paths create one time updates know anr nigas big users feature since small packages gas limited size system seem faster update one record time chunks records real question often number paths updates inserts update mean going path list changing upstream downstream contract psna turn forces new path created pinion richard one many many one pathing goes every day every pipeline average typically update path downstream meters duns dnb numbers one time however hope answers question see change process time kinsey lisa pipes function used others used try many paths possible time see need change process 5 brokered paths want utilize logic service words updating brokered arrangements incorporate logic zeroing path recreating new arrangment link hence sending renominated service renominate assume since send brokered paths pipe anyway nomlogic implmentation two way interface planning behave way service need verified pinion richard perform logic brokered paths nominated pipeline hence need zero path resent pipeline significant change made already nominated path see need change way brokered paths behaving time kinsey lisa agree richard,0
unify passwords reset sybase 12 0 convert unify sybase 12 0 passwords get reset houston login unify change password unavoidable side affect migrating sybase 12 0 thanks chris,0
f hpl nom eff april 1 2001 daren tried get kcs give nom earlier coming nom vance spreadsheet 7 129 kcs reducing gathering piece 5 500 bob forwarded robert cotten hou ect 03 28 2001 12 26 pm bob withers 03 28 2001 11 16 01 bob cotten e mail cc knox westmoreland stretch brennan tom acton e mail subject f hpl nom eff april 1 2001 estimated josey ranch nomination month april 2001 hpl nomination volume effective 4 1 2001 5 500 mmbtu day kcs resources 1 500 mmbtu day texaco 7 000 mmbtu day total assumed btu factor 1 083 14 65 dry need additional information kcs field contact stretch brennan victoria 512 576 1005 bob withers kcs energy inc 5555 san felipe suite 1200 houston tx 77056 voice 713 964 9434 fax 713 877 1394,0
trv notification waha 06 21 2001 report named waha published 06 21 2001 available viewing website,0
automate load scheduled quantity sirpo 0067 attached draft enhancement automate load scheduled quantities please review provide input cob 10 10 01 need discuss document let know make arrangements meet get input issue updated document meet prioritize thanks tammy,0
deal 125822 expected volume subject deal changed effective 3 28 01 meter trade zone counterparty 9658 16 kcs resources 6 500 5 700 bob,0
waha hubco waha hubco linda going working primary interface producer let know dave lets get together discuss following action plan actions linda r 1 get confidentiality agreement place 2 get analytical support create economic model waha hubco define value enron 3 scope roles responsibilities parties dave tom h 1 lead discussions sid r tw physical interconnection options brian 1 work daren f define physical interconnection supply objectives enron hubco 2 work tom define trading info objectives enron hubco 3 work jim define storage objectives enron hubco regards brian get confidentiality agreement established original message roper mitchell mailto mrroper sidrichgas com sent friday september 28 2001 10 22 redmond brian cc puckett kerry moncrief richard wade jim farley wayne subject waha hubco brian forwarded e mail people shop working directly project tom hodges talked kerry puckett bd group set meeting tues 10 02 01 setup confidentiality agreement want would probably allow us discuss storage options area freely since today see get rick moncrief send form agreement used look pretty similar far deal structure pretty open setup definitely interested equity partnership jv core area assets wish continue actively involved deals believe add value believe significant potential create trading platform utilizing combined assets well liquidity sres system supply could create expanded waha hub rick group taking point project coordinate others involvement necessary within company look forward working team project thanks mitch original message redmond brian mailto brian redmond enron com sent thursday september 27 2001 12 01 pm mroper sidrichgas com cc roberts linda subject waha hubco mitch lot happened since last met wanted get back waha hubco project attached initial presentation topic asked engineers dave owen tom hodge get touch brad look physical interconnection options tw would good understand system objectives would also like understand thoughts commercial structure terms would would like work enron suggest confidentiality agreement would appropriate starting point like forward one review regards brian e mail property enron corp relevant affiliate may contain confidential privileged material sole use intended recipient review use distribution disclosure others strictly prohibited intended recipient authorized receive recipient please contact sender reply enron corp enron messaging administration enron com delete copies message e mail attachments hereto intended offer acceptance create evidence binding enforceable contract enron corp affiliates intended recipient party may relied anyone basis contract estoppel otherwise thank,0
gathering meters adjustments please refer attached spreadsheet gathering meters nominations adjusted volumes avg column effective 4 9 01 bob,0
gathering meters adjustments please refer attached spreadsheet gathering meters nominations adjusted volumes avg column effective 4 9 01 bob,0
fw waha hubco fyi original message redmond brian sent thursday september 27 2001 12 01 pm mroper sidrichgas com cc roberts linda subject waha hubco mitch lot happened since last met wanted get back waha hubco project attached initial presentation topic asked engineers dave owen tom hodge get touch brad look physical interconnection options tw would good understand system objectives would also like understand thoughts commercial structure terms would would like work enron suggest confidentiality agreement would appropriate starting point like forward one review regards brian,0
sos aep missing 3 deals 05 01 daren per conversation ryan mcgrath aep ohio genaro mendoza enron trying settle 05 01 gas sales netout per ryan missing 3 sales deals sales aep hpl ena waha hub stated per understanding genaro reflecting ena info provided missing deals follows waha hub 7900 4 18 33 022 00 waha hub 7900 4 09 32 311 00 waha hub 7900 4 365 34 483 50 checked julie meyers see e mail suggested contact help one reflect 05 01 sales aep unify thanks tess forwarded tessie n ray aepin 06 25 01 07 24 julie l meyers tessie n ray aepin aepin 06 22 01 04 41 cc pm subject aep missing 3 deals 05 01 document link tessie n ray would ask daren farmer enron julie tessie n ray 06 22 2001 04 14 pm julie l meyers hol aepin aepin cc genaro mendoza enron com charlene l richmond hol aepin aepin subject aep missing 3 deals 05 01 per conversation ryan mcgrath aep ohio genaro mendoza enron trying settle 05 01 gas sales netout per ryan missing 3 sales deals sales aep hpl ena waha hub stated per understanding genaro reflecting ena info provided missing deals follows waha hub 7900 4 18 33 022 00 waha hub 7900 4 09 32 311 00 waha hub 7900 4 365 34 483 50 help one reflect 05 01 sales aep unify thanks tess,0
fw hubco original message redmond brian sent wednesday september 26 2001 1 33 pm higgins ned hilgert chris mrha jean subject hubco follow discussion yesterday information using describe waha hubco project relates compression services deal unocal know discussion nng managing storage agreement sid richardson transco develop intrastate header system sid richardson gas also connected unocal plant need keep coordinated discussions regards brian,0
hesco gathering company l l c meter 098 6709 dunn mccampbell 4 murdock pass north field kleberg co tx image george 832 668 1373 pager 713 990 5064 forwarded george weissman hol aepin 08 21 01 05 16 pm george weissman 07 31 01 02 46 pm robert r cotten hol aepin aepin cc robert r cotten hol aepin aepin mary j poorman hol aepin aepin julie l meyers hol aepin aepin edward terry hol aepin aepin mary j poorman hol aepin aepin melissa r graves hol aepin aepin gerald w lofton hol aepin aepin cynthia g hakemack hol aepin aepin subject hesco gathering company l l c meter 098 6709 dunn mccampbell 4 murdock pass north field kleberg co tx bob prior period deal entry entered sitara deal 958270 6 26 01 thru 8 31 01 evergreen 85 gd june 85 hsc july august beyond meter 098 6709 volume june 150 volume july august 300 george 832 668 3173 aep 12 th floor 713 990 5064 pager,0
kcs resources nom april 1 nom kcs resources deal 125822 meter 9658 revised 7 129 5 500 bob,0
kcs resources nom april 1 nom kcs resources deal 125822 meter 9658 revised 7 129 5 500 bob,0
temp forecast model xls file city temperature weights,0
dewbre petroleum vance following deal spreadsheet prebid list daren maintains deal counterparty meter 137595 dewbre petr 9662 good deal bob,0
